Produto,CAS,Descrição,DataSheet
"1,5-Dimethoxypentane",111-89-7,,https://chemicals.logicwebsites.com/data-sheets/1096.pdf
1-Octanethiol,111-88-6,"1-Octanethiol, (1-Mercaptooctane;n-Octyl m;1-Mercaptooctane~n-Octyl mercaptan;octane-1-thiol",https://chemicals.logicwebsites.com/data-sheets/1095.pdf
1-Octanol,111-87-5,"1-octyl alcohol;Alcohol C-8;Heptyl carbinol;n-Caprylic Alcohol;n-octanol;n-Capryl Alcohol;octan-1-ol;Caprylic alcohol;Octyl alcohol;Capryl alcohol;N-OCTYL ALCOHOL;OCTANOL,1-;octanol;Amylethylcarbinol",https://chemicals.logicwebsites.com/data-sheets/1094.pdf
n-Octylamine,111-86-4,1-Octanamine;Octylamine;n-Octyl amine;1-Aminooctane;1-Amino-4-cyclopentyl piperazine;octan-1-amine hydrochloride (1:1);distilled octyl amine,https://chemicals.logicwebsites.com/data-sheets/1093.pdf
1-Chlorooctane,111-85-3,"1-Octylchloride;Chlorooctane;n-Octyl chloride;OCTYL CHLORIDE;Octane, chloro-",https://chemicals.logicwebsites.com/data-sheets/1092.pdf
n-Nonane,111-84-2,n-Nonane 99+ % (GLC) GLC standard;n-Nonan;2-Isopropyl-4-methyl-6-hydropyrimidine;nonane,https://chemicals.logicwebsites.com/data-sheets/1091.pdf
1-Bromooctane,111-83-1,"1-Octylbromide;Bromooctane;Capryl bromide;N-Octyl bromide;1-Bromo octane;1-Bromoctan;1-Bromo-n-octane;1-bromo-octan;1-Octylbromid;Caprylbromide;Caprylicbromide;Octane,1-bromo-;Octoicbromide;N-bromooctane;n-Octylbromide",https://chemicals.logicwebsites.com/data-sheets/1090.pdf
Methyl Laurate,111-82-0,Methyl dodecanoate,https://chemicals.logicwebsites.com/data-sheets/1089.pdf
undecylenic acid methyl ester,111-81-9,Methyl-10-Undecenoate;10-Undecenoic acid methyl ester;METHYL UNDECENOATE;METHYL 10C-UNDECENOATE;METHYL 10-UNDECENATE;METHYL 10-UNDECENOATE;HENDECENOIC ACID METHYL ESTER;DELTA 10 CIS UNDECENOIC ACID METHYL ESTER;10-UNDECANOIC ACID METHYL ESTER;methyl undec-10-enoate,https://chemicals.logicwebsites.com/data-sheets/1088.pdf
Methyl 2-nonynoate,111-80-8,"2-Nonynoic acid methyl ester;2-Nonynoic acid, methyl ester;Methyl octin carbonate;Methyl octine carbonate;Octynecarboxylic acid, methyl ester;methyl non-2-ynoate",https://chemicals.logicwebsites.com/data-sheets/1087.pdf
Methyl 2-nonenoate,111-79-5,2-Nonenoic acid methyl ester;methyl non-2-enoate;methyl (2Z)-non-2-enoate;methyl (2E)-non-2-enoate,https://chemicals.logicwebsites.com/data-sheets/1086.pdf
"cycloocta-1,5-diene",111-78-4,"1,5-Cyclooctadiene;1,5-COD;AI3-26692;HSDB 5549;NSC 60155;(1Z,5Z)-cycloocta-1,5-diene;(1Z,3Z)-cycloocta-1,3-diene;(1E,5Z)-cycloocta-1,5-diene",https://chemicals.logicwebsites.com/data-sheets/1085.pdf
2-(2-Methoxyethoxy)Ethanol,111-77-3,"2,2'-oxybisethanol monomethyl ether;2-beta-methyl carbitol;3,6-dioxa-1-heptanol;3,6-Dioxaheptan-1-ol;Diethylene glycol methyl ether;Diethylene Glycol Monomethyl Ether;diglycol monomethyl ether;beta-methoxy-beta'-hydroxydiethyl ether;dowanol dm;ektasolve dm;ethylene diglycol monomethyl ether;glycol ether dm;hicotol car;MECB;methoxydiglycol;methoxyethoxyethanol;methyl digol;methyl dioxitol;Methyl Carbitol;Poly-Solv DM;2,2'-oxydiethanol - methoxymethane (1:1);1-(2-hydroxyethoxy)propan-2-ol;DEM",https://chemicals.logicwebsites.com/data-sheets/1084.pdf
2-Butoxy ethanol,111-76-2,"2-butoxy-1-ethanol;monobutyl ether of ethylene glycol;monobutyl glycol ether;n-butoxyethanol;n-Butyl Cellosolve;poly-solv eb;2-BUTOXY ETHANOL (ETHYLENE GLYCOL MONOBUTYL ETHER);o-butyl ethylene glycol;2-n-Butoxy-1-ethanol;2-n-Butoxyethanol;3-oxa-1-heptanol;Beta-butoxyethanol;BUCS;butoxyethanol;Butyl cellosolve;butyl glycol;Butyl oxitol;Dowanol EB;Ektasolve EB;Ektasolve EB solvent;Ethylene glycol butyl ether;Ethylene glycol mono butyl ether;Ethylene glycol monobutyl ether (EGBE) (2-Butoxyet? Ethylene Glycol Mono-n-butyl Ether;Ethylene glycol n-butyl ether;gafcol eb;glycol butyl ether;glycol ether eb;glycol ether eb acetate;Jeffersol EB;ethylene glycol monobutyl ether;2-butoxyethanol;ethane-1,2-diol-1-butoxybutane (1:1);1-butoxyethanol;BCS",https://chemicals.logicwebsites.com/data-sheets/1083.pdf
"N,N'-Diethylethylenediamine",111-74-0,"1,2-Ethanediamine, N1,N2-diethyl-;AI3-26637;1,2-Ethanediamine, N,N'-diethyl-;N,N'-diethylethane-1,2-diamine;N,N'-diethylethane-1,2-diaminium;NN-Dithylethylenediamine",https://chemicals.logicwebsites.com/data-sheets/1082.pdf
Heptaldehyde,111-71-7,Enanthaldehyde;Heptanal;oenanthal;oenanthol;n-Heptyl Aldehyde,https://chemicals.logicwebsites.com/data-sheets/1081.pdf
1-Heptanol,111-70-6,n-Heptyl alcohol;Heptan-1-ol;Heptyl alcohol;n-heptanol;heptanol,https://chemicals.logicwebsites.com/data-sheets/1080.pdf
"1,4-Dicyanobutane",111-69-3,"Adiponitrile;Butane-1,4-dicarbonitrile;hexanedinitrile",https://chemicals.logicwebsites.com/data-sheets/1079.pdf
n-Heptylamine,111-68-2,"1-Aminoheptane, [n-Heptylamine];1-Aminoheptane;heptan-1-amine",https://chemicals.logicwebsites.com/data-sheets/1078.pdf
1-Octene,111-66-0,Caprylene~Octylene;Octene-1 (99%;N-OCTENE-1;Caprylene;oct-1-ene,https://chemicals.logicwebsites.com/data-sheets/1077.pdf
n-Octane,111-65-9,Alkane C(8);Normal octane;Octane,https://chemicals.logicwebsites.com/data-sheets/1076.pdf
Octanoyl chloride,111-64-8,"Capryloyl chloride;n-Octanoyl chloride,(Capryloyl chloride);n-Capryly chloride;n-Capryloyl Chloride;octanoic acid, chloride;octanoic chloride;OCTANOYL CHLORIDE (OTCL)",https://chemicals.logicwebsites.com/data-sheets/1075.pdf
Ethyl Oleate,111-62-6,"9-Octadecenoic acid (Z)-, ethyl ester;Ethyl oleate, mixture of isomers; ;ethyl octadec-9-enoate;ethyl (9Z)-octadec-9-enoate;ethyl (9E)-octadec-9-enoate",https://chemicals.logicwebsites.com/data-sheets/1074.pdf
Ethyl stearate,111-61-5,"octadecanoic acid, ethyl ester;ethyl octadecanoate",https://chemicals.logicwebsites.com/data-sheets/1073.pdf
Ethylene glycol monostearate,111-60-4,"2-Hydroxyethyl octadecanoate;Glycol monostearate;Glycol stearate;Octadecanoic acid, 2-hydroxyethyl ester;4-02-00-01222 (Beilstein Handbook Reference);BRN 1794033;Clindrol SEG;Emerest 2350;Empilan 2848;Ethylene glycol stearate;Ethylene glycol, monostearate;Ivorit;Lipo EGMS;Monthybase;Monthyle;Parastarin;Prodhybas N;Prodhybase ethyl;S 151;Sedetol;Stearic acid, monoester with ethylene glycol;Tego-stearate;UNII-0324G66D0E;USAF KE-11;2-Hydroxyethyl stearate;Stearic acid, 2-hydroxyethyl ester",https://chemicals.logicwebsites.com/data-sheets/1072.pdf
N-oleoyl ethanolamine,111-58-0,"N-(2-Hydroxyethyl)-9-octadecenamide;9-Octadecenamide, N-(2-hydroxyethyl)-;Monoethanolamine oleic acid amide;N-(2-Hydroxyethyl)oleamide;N-Oleoylethanolamine;Oleamide MEA;Oleoyl monoethanolamide;UNII-1HI5J9N8E6;9-Octadecenamide, N-(2-hydroxyethyl)-, (9Z)-;9-Octadecenamide, N-(2-hydroxyethyl)-, (Z)-;(9Z)-N-(2-hydroxyethyl)octadec-9-enamide",https://chemicals.logicwebsites.com/data-sheets/1071.pdf
2-Bromolauric acid,111-56-8,2-Bromododecanoic acid,https://chemicals.logicwebsites.com/data-sheets/1069.pdf
Ethylene glycol diacetate,111-55-7,"Ethanediol diacetate;Ethylene diacetate;1,2-Diacetoxyethane;Ethylene Acetate;ethane-1,2-diyl diacetate;ethane-1,2-diyl diacetate - ethane-1,2-diol (1:1);2-acetoxyethyl acetate;1-acetoxyethyl acetate;EGDA",https://chemicals.logicwebsites.com/data-sheets/1068.pdf
"trans-N,N,N',N'-Tetramethyl-2-butene-1,4-diamine",111-52-4,"2-Butene-1,4-diamine, N1,N1,N4,N4-tetramethyl-, (2E)-;(E)-N,N,N',N'-Tetramethylbut-2-ene-1,4-diamine;2-Butene-1,4-diamine, N,N,N',N'-tetramethyl-, (2E)-;(2E)-N,N,N',N'-tetramethylbut-2-ene-1,4-diamine;(E)-N1,N1,N4,N4-tetramethylbut-2-ene-1,4-diamine",https://chemicals.logicwebsites.com/data-sheets/1067.pdf
Adipoyl chloride,111-50-2,"adipoyl dichloride;Hexyl Dichlroide;1,4-Butanedicarbonyl chloride~Hexanedioyl dichloride;hexanedioyl dichloride",https://chemicals.logicwebsites.com/data-sheets/1066.pdf
Hexamethyleneimine,111-49-9,HMI;Homopiperidine;azepane;perhydroazepine;azacycloheptane;Hexahydro-1H-azepine~Homopiperidine;Streptomycin B Trihydrochloride monohydrate;azepanium,https://chemicals.logicwebsites.com/data-sheets/1065.pdf
Thiodiglycol,111-48-8,".beta.-Hydroxyethyl sulfide;111-48-8;2,2'-Thiobisethanol;2,2'-Thiodiethanol;203-874-3;beta-Hydroxyethyl sulfide;Bis(.beta.-hydroxyethyl) sulfide;Bis(2-hydroxyethyl) sulfide;2,2'-sulfanediyldiethanol;1,1'-sulfanediyldiethanol",https://chemicals.logicwebsites.com/data-sheets/1064.pdf
Dipropyl sulfide,111-47-7,"4-Thiaheptane;Di-n-propyl sulfide;Propane, 1,1'-thiobis-;Propyl sulfide;1-(propylsulfanyl)propane;Dipropyl sulphide",https://chemicals.logicwebsites.com/data-sheets/1063.pdf
DIETHYLENE GLYCOL,111-46-6,"2-(2-Hydroxyethoxy)ethanol;2-(2-hydroxy-ethoxy)-ethanol;2-(2-hydroxyethoxy)-ethanol;2,2’-dihydroxyethylether;2,2’-oxybis-ethano;2,2’-oxydi-ethano;2,2’-oxyethanol;2,2-Di(hydroxyethyl) ether;2,2'-Dihydroxyethyl ether;2,2'-Oxyethanol;3-Oxa-1,5-pentanediol;3-Oxapentane-1,5-diol ;Bis(beta-hydroxyethyl) ether;bis(beta-hydroxyethyl)ether;Brecolane NDG;2,2'-oxydiethanol;DEG",https://chemicals.logicwebsites.com/data-sheets/1062.pdf
2-(2-propenyloxy)-ethanol,111-45-5,Allyl Hydroxyethyl Ether;Allyloxyethanol;2-allyloxyethanol,https://chemicals.logicwebsites.com/data-sheets/1061.pdf
"2,2'-dichlorodiethylether",111-44-4,"1,1-oxybis[2-chloroethane];1,1'-Oxybis(2-Chloroethane);1,5-Dichloro-3-oxapentane;1-Chloro-2-(beta-chloroethoxy)ethane;2,2'-dichloroethyl ether;beta,beta'-dichlorodiethyl ether;beta,beta'-dichloroethyl ether;BCEE;Bis(2-chloroethyl)ether;Bis(2-chloroethyl)ether? bis(beta-chloroethyl) ether;Dichloroether;Bis(chloroethyl)ether;Di(chloroethyl) oxide;Chlorex;clorex;DCEE;Oxybis(2-chloroethane);sym-Dichloroethyl Ether;2,2'-Dichlorodiethyl ether;Dimethylaminopropyldipropanolamine;2,2'- dicholorethyl ether;2,2'-oxybis(1-chloroethane);1-chloro-1-(1-chloroethoxy)ethane;1,1-dichloro-2-(2,2-dichloroethoxy)ethane;β,β'-(2-chloroethyl)ether;Dichloroethyl ether",https://chemicals.logicwebsites.com/data-sheets/1060.pdf
n-Propyl ether,111-43-3,"Propylether;Di-n-propylether;Di-n-propyl ether;dipropyl ether;Propyl ether;1,1'-Oxybispropane;1-propoxypropane",https://chemicals.logicwebsites.com/data-sheets/1059.pdf
Diethanolamine,111-42-2,"2,2-Iminodiethanol;diolamine;Bis(beta-hydroxyethyl)amine;2,2'-Iminodiethanol;DEA",https://chemicals.logicwebsites.com/data-sheets/1058.pdf
2-(2-Aminoethylamino)Ethanol,111-41-1,"N-(2-Aminoethyl)Ethanolamine;Aminoethylethanolamin;Aminoethylethanolamine;Aminoethyethanolamine;Aeea;Hydroxyethyl-Ethylenediamine;Labotest-Bb Ltbb000455;N-Hydroxyethyl-1,2-Ethanediamine;N-Aminoethyl Ethanolamine;N-(B-Aminoethyl)Ethanolamine;N-B-Hydroxyethylethylenediamine;N-(2-Hydroxyethyl)Ethane Diamine;N-(2-Hydroxyethyl)Ethane-1,2-Diaminium;N-Ethyl-N-Hydroxyethane-1,2-Diamine;2-[(1-Aminoethyl)Amino]Ethanol",https://chemicals.logicwebsites.com/data-sheets/1057.pdf
Diethylenetriamine,111-40-0,"2,2-iminodi(ethylamine);di(2-aminoethyl)amine;Diethylenetriamine, polymer-bound;N-(2-Aminoethyl)-1,2-ethanediamine;2,2'-Diaminodiethylamine;2,2'-Iminodi(ethylamine);N-(2-aminoethyl)ethane-1,2-diamine;N-(2-ammonioethyl)ethane-1,2-diaminium",https://chemicals.logicwebsites.com/data-sheets/1056.pdf
butyl isocyanate,111-36-4,1-Butyl isocyanate;Isocyanatobutane;Isocyanicacidbromophenyleste;1-isocyanatobutane;1-bromo-4-isocyanatobenzene;n-Butyl isocyanate;N-BUTYLISOCYANATE,https://chemicals.logicwebsites.com/data-sheets/1055.pdf
"Propylene glycol, monoethyl ether",111-35-3,"3-ethoxy-1-propanol;3-Ethoxy-1-Propanol, 95%; beta-propylene glycol monoethyl ether; propylene glycol beta-monoethyl ether;3-ethoxypropan-1-ol;propane-1,2-diol - ethoxyethane (1:1)",https://chemicals.logicwebsites.com/data-sheets/1054.pdf
butyl vinyl ether,111-34-2,1-(ethenyloxy)butane;n-Butyl vinyl ether;vinyl butyl ether;Vinyl n-Butyl Ether;1-(Ethenyloxy)-butane,https://chemicals.logicwebsites.com/data-sheets/1053.pdf
"N,N'-Dimethyl-1,3-propanediamine",111-33-1,"1,3-Propanediamine, N1,N3-dimethyl-;1,3-Propanediamine, N,N'-dimethyl-;N,N'-Dimethylpropane-1,3-diamine;N,N'-dimethylpropane-1,2-diamine;N,N'-dimethylpropane-1,3-diaminium",https://chemicals.logicwebsites.com/data-sheets/1052.pdf
4-methoxy-1-butanol,111-32-0,"1-Butanol, 4-methoxy-;203-858-6;4-methoxybutan-1-ol",https://chemicals.logicwebsites.com/data-sheets/1051.pdf
hexane-1-thiol,111-31-9,1-Hexanethiol;1-Hexylthiol;1-Mercaptohexane;4-01-00-01705 (Beilstein Handbook Reference);BRN 1731295;Hexanethiol;Hexyl mercaptan;Hexylthiol;USAF EK-4628;n-Hexyl mercaptan;n-Hexylmercaptan;Hexane mercaptan,https://chemicals.logicwebsites.com/data-sheets/1050.pdf
Glutaric dialdehyde,111-30-8,"Glutaraldehyde Solution BP;Pentanedial;1,5-Pentanedial;glutaraldehyde sol,F. E. M.,~50% in H2O;glutaraldehyde sol,for E. M.,~25% in H2O;glutaraldehyde grade I;glutaraldehyde 50% aqueous solution*photographic;glutaraldehyde grade I 50% aqueous*solution;glutaraldehyde grade I 70% aqueous*solution;Glutaraldehyde, 25% Aqueous Solution;Glutaraldehyde 50% solution;Glutarldehyde;Glutaraldehyde;Glutaraldehyde disinfectant",https://chemicals.logicwebsites.com/data-sheets/1049.pdf
"1,5-Pentanediol",111-29-5,"Pentamethylene glycol;Pentanediol,97%;1,5-Pentylene glycol;pentane-1,5-diol",https://chemicals.logicwebsites.com/data-sheets/1048.pdf
n-Hexanol,111-27-3,1-Hexyl alcohol;1-hexanol;Alcohol C-6;Hexan-1-ol;Caproic alcohol;Hexyl Alcohol;Hexyl Alcohol(Alcohol C-6);n-Hexyl Alcohol;Amyl carbinol; Natural Hexyl Alcohol;N-Hexenol,https://chemicals.logicwebsites.com/data-sheets/1046.pdf
hexylamine,111-26-2,1-Amine-n-hexane;1-AMINOHEXANE;1-HEXYLAMINE;AMINE C6;RARECHEM AL BW 0240;N-HEXYLAMINE;hexan-1-amine;hexan-1-aminium;Hexyl amine,https://chemicals.logicwebsites.com/data-sheets/1045.pdf
1-Bromohexane,111-25-1,n-Hexyl bromide;Bromohexane;HEXYL BROMIDE;Bromohexane;N-BROMOHEXANE;1-bromo-hexan;1-Hexyl bromide;1-hexylbromide;1-bromo hexane;n-Hexylbromide,https://chemicals.logicwebsites.com/data-sheets/1044.pdf
"1,5-Dibromopentane",111-24-0,"Pentamethylene dibromide;Pentane-1,5-dibromide;1,5-PENTANE DIBROMIDE;1,5-Dibrompentan",https://chemicals.logicwebsites.com/data-sheets/1043.pdf
Triethyleneglycoldiacetate,111-21-7,"Triethylene glycol diacetate;ethane-1,2-diylbis(oxyethane-2,1-diyl) diacetate",https://chemicals.logicwebsites.com/data-sheets/1042.pdf
Sebacic acid,111-20-6,"1,8-Octanedicarboxylic acid;Decanedioic acid;Octane-1,8-dicarboxylic acid;decanedioate",https://chemicals.logicwebsites.com/data-sheets/1041.pdf
sebacoyl dichloride,111-19-3,Sebacoyl chloride;Decanedioyl chloride;Decanedioyl dichloride;NSC 56763;Sebacic acid dichloride;Sebacoyl dichloride;Sebacyl chloride;Sebacoyl chloride (8CI),https://chemicals.logicwebsites.com/data-sheets/1040.pdf
"N,N,N',N'-Tetramethyl-1,6-hexanediamine",111-18-2,"N,N,N,N-tetramethylhexamethylenediamine;N,N,N,N-Tetramethyl-1,6-diaminohexane;1,6-Bis-(dimethylamino)-hexane;N,N,N'N'Tetramethyl-1,6-hexanediamine,[1,6-Bis(dimethylamino)hexane];(H3C)2N(CH26N(CH3)2;1,6-Hexanediamine, N,N,N',N'-tetramethyl-;6-Hexanediamine,N,N,N',N'-tetramethyl-1;Hexamethylenebis(dimethylamine);koolizer1;minicotmhd;n,n,n',n'-tetramethyl-6-hexanediamine;niaxcatalystc-210;N,N,N',N'-tetramethyl-hexane-1,6-diamine;Tetramethyl-1,6-hexanediamine;N,N,N',N'-tetramethylhexane-1,6-diaminium;N,N,N',N'-Tetramethyl-1,6-diaminohexane;TMHDA;N,N,N',N'-Tetramethyl-1,6-Hexamethylenediamine;Tetramethylhexamethylene diamine;Tetramethyl Hexane diamine",https://chemicals.logicwebsites.com/data-sheets/1039.pdf
"3,3'-thiodi(propionic acid)",111-17-1,"3,3'-Thiodipropionic acid;3,3'-sulfanediyldipropanoic acid;3,3'-sulfanediyldipropanoate;TDPA;3,3'-thiodipropionate",https://chemicals.logicwebsites.com/data-sheets/1038.pdf
Pimelic acid,111-16-0,"1,5-Pentanedicarboxylic acid;Heptanedioic acid;Pentane-1,5-dicarboxylic acid;Heptanedioic-2,2,6,6-d4 acid (Pimelic acid);heptanedioate",https://chemicals.logicwebsites.com/data-sheets/1037.pdf
2-Ethoxyethyl acetate,111-15-9,"2EEA;2-Ethoxyethanol acetate;2-ethoxyethanol, ester with acetic acid;beta-ethoxyethyl acetate;Cellosolve acetate;CSAC;ektasolve ee acetate solvent;Ethoxyethanol acetate;Ethoxyethyl acetate;Ethyl acetyl glycolate;Ethyl Cellosolve Acetate;ethylene glycol ethyl ether acetate;Ethylene glycol monethyl ether acetate;Ethylene glycol monoethylether acetate;Ethylglycol acetate;glycol ether ee acetate;Glycol, monoethyl ether acetate;oxytol acetate;poly-solv ee acetate;Ethylene Glycol Monoethyl Ether Acetate;CAC;1-ethoxyethyl acetate;ethyl ethaneperoxoate",https://chemicals.logicwebsites.com/data-sheets/1036.pdf
Heptanoic acid,111-14-8,Enanthic acid;Oenanthic acid;Enanthoic Acid;n-Heptanoic acid;heptanoate;Heptanoic Acid (C7),https://chemicals.logicwebsites.com/data-sheets/1035.pdf
2-octanone,111-13-7,"n-Hexyl methyl ketone;Methyl hexyl ketone;SEC-OCTANONE;OCTANONE,2-;MHK;FEMA 2802;HEXYL METHYL KETONE;METHYL N-HEXYL KETONE;octan-2-one",https://chemicals.logicwebsites.com/data-sheets/1034.pdf
Methyl 2-octynoate,111-12-6;53073-28-2,"Methyl heptine carbonate;2-Octynoic acid, methyl ester;FEMA No. 2729;Folione;Methyl 2-octinate;Methyl 2-octynate;Methyl hept-1-yne-1-carboxylate;Methyl pentylacetylenecarboxylate;Vert de violette, artificial;Methyl oct-2-ynoate",https://chemicals.logicwebsites.com/data-sheets/1033.pdf
butyl palmitate,111-06-8,Palmitic acid n-butyl ester;butyl hexadecanoate,https://chemicals.logicwebsites.com/data-sheets/1030.pdf
Glyceryl monooleate,111-03-5;30836-40-9;33978-07-3;925-14-4,"1-Monooleoyl-rac-glycerol;9-Octadecenoic acid, 2,3-dihydroxypropyl ester;9-Octadecenoic acid, monoester with 1,2,3-propanetriol;Glyceryl oleate;Monoolein;1-Glyceryl oleate;1-Mono(cis-9-octacenoyl)glycerol;1-Monoolein;1-Monooleoylglycerol;1-Oleoylglycerol;1-Oleylglycerol;2,3-Dihydroxypropyl oleate;Aldo HMO;Aldo MO;Danisco MO 90;FEMA No. 2526;Glycerin 1-monooleate;Glycerol 1-monooleate;Glycerol alpha-cis-9-octadecenate;Glycerol alpha-monooleate;Glycerol monooleate;Glyceryl Monooleate (VAN);Monoolein (VAN);NSC 406285;alpha-Monoolein;rac-1-Monoolein;rac-1-Monooleoylglycerol;9-Octadecenoic acid (9Z)-, 2,3-dihydroxypropyl ester;9-Octadecenoic acid (Z)-, 2,3-dihydroxypropyl ester (9CI);Olein, 1-mono- (8CI);9-Octadecenenoic acid (Z)-, 2,3-dihydroxypropyl ester;2,3-dihydroxypropyl octadec-9-enoate;3-[(9Z)-octadec-9-en-1-yloxy]propane-1,2-diol;2,3-dihydroxypropyl (9Z)-octadec-9-enoate",https://chemicals.logicwebsites.com/data-sheets/1028.pdf
"(E,E,E,E)-squalene",111-02-4,,https://chemicals.logicwebsites.com/data-sheets/1027.pdf
"2,6,10,15,19,23-Hexamethyltetracosane",111-01-3,"Dodecahydrosqualene;Hexamethyltetracosane;Squalane;Tetracosane, 2,6,10,15,19,23-hexamethyl-, (all-E)-",https://chemicals.logicwebsites.com/data-sheets/1026.pdf
Diglycolic acid,110-99-6,"2,2-Oxydiacetic acid;diglycollic acid;Diglylollic Acid;2,2'-oxydiacetate",https://chemicals.logicwebsites.com/data-sheets/1025.pdf
Dipropylene glycol,25265-71-8;110-98-5,"Dipropylene glycol, mixture of isomeric propylene glycol ethers;1,1'-oxydipropan-1-ol;(2R,2'S)-1,1'-oxydipropan-2-ol;(2R,2'R)-1,1'-oxydipropan-2-ol;(2S,2'S)-1,1'-oxydipropan-2-ol;1,1'-Oxydi-2-propanol;Diisopropylene glycol;1,1'-oxydipropan-2-ol;2,2'-oxydipropane-1,3-diol",https://chemicals.logicwebsites.com/data-sheets/1024.pdf
Diisopropanolamine,110-97-4,"1,1'-Iminobis[2-propanol];1,1'-Iminodi(2-propanol);1,1'-Iminodipropan-2-ol;2-propanol, 1,1'-iminobis-;DIPROPYL-2,2'-DIHYDROXYAMINE;(2R,2'R)-1,1'-iminodipropan-2-ol;(2S)-2-hydroxy-N-[(2R)-2-hydroxypropyl]propan-1-aminium;(2R,2'S)-1,1'-iminodipropan-2-ol;(2S)-2-hydroxy-N-[(2S)-2-hydroxypropyl]propan-1-aminium;(2R)-2-hydroxy-N-[(2R)-2-hydroxypropyl]propan-1-aminium;DIPA",https://chemicals.logicwebsites.com/data-sheets/1023.pdf
Diisobutylamine,110-96-3,2-methyl-N-(2-methylpropyl)propan-1-amine;(2S)-N-[(2R)-butan-2-yl]butan-2-aminium;(2S)-N-[(1S)-1-methylpropyl]butan-2-aminium;(2R)-N-[(1R)-1-methylpropyl]butan-2-aminium,https://chemicals.logicwebsites.com/data-sheets/1022.pdf
"N,N,N',N'-Tetramethyl-1,3-propanediamine",110-95-2,"N,N,N,N-tetramethyltrimethylenediamine;N,N,N'N'Tetramethyl-1,3-propanediamine;1,3-Bis(dimethylamino)propane;N,N,N'N'Tetramethyl-1,3-propanediamine,[1,3-Bis(dimethylamino)propane];Tetramethylpropylenediamine;N,N,N',N'-tetramethylpropane-1,3-diamine;N,N,N',N'-tetramethylpropane-1,3-diaminium;Tetramethylpropane diamine;Tetramethyl,propylene diamine;Tetramethyl-1,3-diaminopropane;TMPDA;N,N,N,N-Tetramethyl-1,3-propanediamine",https://chemicals.logicwebsites.com/data-sheets/1021.pdf
Glutaric acid,110-94-1,"1,3-Propanedicarboxylic acid;1,5-Pentanedioic acid;Glutaric acid,(Pentanedioic acid;1,3-Propane-dicarboxylic acid);pentanedioic acid;pentanedioate",https://chemicals.logicwebsites.com/data-sheets/1020.pdf
6-Methyl-5-hepten-2-one,110-93-0,6-methylhept-5-en-one;Methyl isohexenyl ketone,https://chemicals.logicwebsites.com/data-sheets/1019.pdf
Morpholine,110-91-8;138048-80-3,"Tetrahydro-2H-1,4-oxazine;morpholine sigmaultra;Morpholine-2,2,3,3,5,5,6,6-d8;tetrahydro-1,4-oxazine;morpholin-4-ium;1,4-oxazine,tetrahydro-;1,4-Oxazinan",https://chemicals.logicwebsites.com/data-sheets/1018.pdf
Piperidine,110-89-4,"Piperidine (Controlled Chemical);Hexahydropyridine;Piperidine, polymer-bound;piperidine phosphate;1-Oxa-4-azacyclohexane",https://chemicals.logicwebsites.com/data-sheets/1017.pdf
s-Trioxane,110-88-3,"1,3,5-trioxane (sym.);Trioxymethylene;1,3,5-Trioxane;s-Trioxan;Formaldehyde trimer~s-Trioxan;1,3,5-Trioxacyclohexane;Metaformaldehyde;aldeform;formagene;marvosan;s-trixane;sym-trioxane;triformol;Trioxane;PARA FORMALDEHYDE;1,2,3-trioxane",https://chemicals.logicwebsites.com/data-sheets/1016.pdf
"3,4-Dihydro-2H-pyran",110-87-2,"5,6-Dihydro-4H-pyran;DHP;DIHYDROPYRANE;2,3-Dihydropyran;3,4-Dihydropyran;2H-3,4-Dihydropyran;2H-Pyran,3,4-dihydro-;3,4-Dihdro-2H-pyrane;3,4-dihydro-2h-pyra;3,4-Dihydro-2-pyran;delta(Sup2)-Dihydropyran;delta2-Dihydropyran;Pyran, dihydro-;2,3- DIHYDROPYRAN;3,4-2H-Dihydropyran;Dihydropyran",https://chemicals.logicwebsites.com/data-sheets/1015.pdf
Pyridine,110-86-1,Pyridine anhydrous;Azabenzene;Pyridin;Pyr,https://chemicals.logicwebsites.com/data-sheets/1014.pdf
Piperazine,110-85-0,"Piperazine anhydrous;Diethylene diamine;1,4-Diazacyclohexane;piperazinediium",https://chemicals.logicwebsites.com/data-sheets/1013.pdf
Cyclohexene,110-83-8,,https://chemicals.logicwebsites.com/data-sheets/1012.pdf
Cyclohexane,110-82-7,Hexahydrobenzene,https://chemicals.logicwebsites.com/data-sheets/1011.pdf
Diethyl Disulfide,110-81-6,"Ethyl Disulfide;ethane-1,1-bis(thiolate);Diethyl disulphide",https://chemicals.logicwebsites.com/data-sheets/1010.pdf
2-Ethoxyethanol,110-80-5,"2EE;cellosolve;cellosolve solvent;Dowanol EE;EGEE;ektasolve ee;Ethoxyethanol;Ethoxyethanol, 2-;Ethyl cellosolve;ethylene glycol ethyl ether;Ethylene glycol monoethyl ether;glycol ether ee;Glycol ethyl ether;Glycol monoethyl ether;Jeffersol EE;oxitol;poly-solv ee;ethane-1,2-diol-ethoxyethane (1:1);ECS",https://chemicals.logicwebsites.com/data-sheets/1009.pdf
n-Propyl isocyanate,110-78-1,Isocyanocacidpropylester;Isocyanic Acid n-Propyl Ester;Propyl isocyanate;1-isocyanatopropane,https://chemicals.logicwebsites.com/data-sheets/1008.pdf
